0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0.03111	0.27974	0	0	0.02242	0	0	0	0.53708	0	0	0	0	0	0	0	0	0	7.4691	13.94354	8.49748	2.73754	6.11815	12.81807	3.01	2.69838	1.53547	1.96667	4.91799	1.3661	0.18314	3.42296	0.41769	0.66952	0.10426	0.01559	7.9	2.41092	3.52088	4.41791	7.86453	1.78168	7.12731	3.82684	1.5798	6.09592	11.43732	10.45282	5.26653	1.80122	1.71347	1.01803	1.05088	5.44508	2.53594	0.0088	0.5536	0.85085	0	0.26555	12.45159	4.38719	6.24931	3.34035	2.12648	6.45335	5.98652	1.00095	7.50274	6.8	3.10867	3.39942	0.67874	0.9775	5.55295	0.13644	0	0.38285	0	2.53422	0	0.20185	0.01668	2.47137	3.15283	0.32466	1.68064	0.48205	2.33989	10.21326
0	0	0	0.1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01556	0.268	0	0	0.15249	0	0	0	1.04683	0	0	0	0	0	0	0	0	0	1.9909	8.36501	5.14904	4.12	6.39487	7.65062	3.55111	6.74643	1.56162	1.78444	7.77637	0.72619	0	2.60582	0.06068	1.14171	0.52416	0.08276	9.12	3.51266	4.23685	7.18762	7.65985	1.50727	5.325	2.73904	1.57074	8.6989	6.19011	7.00592	3.44854	1.96488	1.47472	0.41546	1.38988	3.17626	3.97192	1.30634	1.28767	0.24233	0.0145	0	8.26906	6.23902	4.293	3.89043	1.45279	6.02359	8.08666	0.38017	9.20469	6.83	2.53012	4.35778	2.65812	2.76589	9.17991	0	0	0.51157	0.01991	1.05659	0	0.13467	0	2.34619	3.31223	0.28833	2.88754	0.33652	3.03949	7.99717
0	0	0	0.00465	0	0.08938	0	0	0	0	0	0	0	0	0	0	0.262	0	0	0.19225	0.04565	0	0.96537	0	0	0	0.3139	0	0	0	0	0	0	0	0	0	3.37058	7.33661	5.5413	4.81665	7.51072	12.6094	5.72889	7.326	1.5475	1.07889	3.29596	1.90979	0	1.57767	0.08378	5.72557	1.00867	3.21905	6.15333	4.26236	5.54643	4.55927	7.88348	0.75244	5.77176	10.69694	3.24051	10.48627	5.82929	8.53783	4.26547	0.96083	3.26699	0.12066	2.14529	3.64647	6.1477	2.64108	2.26041	0.02058	0.00837	0	6.53597	6.58086	6.29837	3.5813	0.56683	4.3363	4.78674	1.23502	9.00922	5.39	3.75387	5.36333	4.15794	4.51318	3.74716	0	0	0.62716	0	0.43174	0	1.17325	0	2.66144	1.51191	1.07593	4.88861	0.05977	5.58139	4.13678
0	0	0	0	0	0.40621	0	0	0	0	0	0	0	0	0	0	0.03625	0	0	0.28514	0	0	0.29489	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32288	9.21323	8.867	2.71569	6.20291	9.07525	6.44889	6.57925	2.06513	0.20333	2.64091	1.62638	0.28957	0.99072	0.13176	7.40812	0.01579	4.75883	6.83	3.10704	3.79337	1.93007	4.90672	1.78549	7.18763	10.56574	3.55611	11.53198	8.108	8.11849	4.69371	2.79585	2.80554	0.61054	4.21729	1.92357	3.30829	2.72561	2.67121	0	0.46525	0	7.19862	7.45317	9.76389	3.32819	1.83429	4.12269	3.94937	0.58385	8.35485	7.14	9.39738	4.65991	2.168	6.91173	5.70028	0	0	0	0	0.29608	0	3.19777	0.17234	3.62709	2.19425	1.99062	5.51155	0.05011	6.62655	3.15451
0	0	0	0	0	0.79602	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49726	0.23435	0	0.05448	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97276	7.53828	13.44813	3.93991	5.66096	5.92553	5.01333	5.31115	1.46538	0.41556	3.51057	2.19828	1.31819	0.98193	0.0017	6.31293	0.01756	3.24626	8.18778	3.82608	3.38311	2.06737	3.46432	3.09296	8.38828	9.0993	2.09554	8.70061	8.42918	5.7141	7.43102	4.15783	2.89005	1.03926	4.88126	1.16253	1.6335	2.39142	1.9304	0	1.49536	0	6.17292	11.23132	8.36695	3.99209	0.91029	4.93042	3.32283	0.50909	7.59754	6.76	9.81212	4.69053	2.09206	10.00433	7.47358	0	0	0	0	0.1628	0.29357	5.21275	0.12202	1.07284	0.72552	1.36483	4.57661	0.06084	7.38074	3.32969
0	0	0	0	0	0.87842	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87059	0.29281	0	0.35334	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92742	7.8946	15.69933	4.67049	6.12714	3.25536	5.80667	5.44518	3.62235	0.48333	4.36018	1.99537	2.28803	0.63504	0.26788	5.53386	0	0.85825	5.87556	4.95741	4.58313	1.08468	3.31581	3.90868	9.46244	15.38256	3.55878	9.39257	6.48539	5.32846	8.86013	3.39515	4.08053	0.95055	3.53404	1.19568	0.76111	0.81743	0.31348	0	0.03413	0	5.55193	16.0003	7.6523	4.70211	1.34785	4.8406	4.25521	0.85046	10.26509	6.68	5.43203	5.87397	1.45838	8.84272	2.70392	0.00525	0	0	0	0.47631	1.85766	7.11919	0.56918	0	1.12227	3.08658	2.93255	0	10.07008	3.62758
0	0	0	0	0	0.38292	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57645	0.25579	0	0.17356	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46564	7.92815	14.44077	4.34454	5.02053	5.28643	4.41556	6.96104	5.19378	0.65333	3.88775	3.87603	4.30674	0.81982	0.06141	2.41283	0	0.9245	3.16444	3.98346	5.43687	1.87579	2.46659	3.51458	10.03398	8.29747	2.79718	9.34743	4.07558	6.87189	10.41123	3.50622	3.55405	1.168	4.89247	1.02966	0.00569	1.13401	0.52386	0	0.13307	0	6.96869	8.95671	7.62236	4.25421	1.13226	5.76016	5.36863	0.35736	12.13709	2.9	2.859	7.04916	0.95569	4.8579	2.81923	0.21533	0	0	0.02784	0.77522	1.92173	11.22068	0.45526	0	1.73174	2.97455	2.63813	1.22696	6.50537	3.68325
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24901	0.15134	0	0.88884	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40674	9.91422	11.49552	3.54697	4.62113	5.52918	4.81333	4.36129	2.46207	4.07556	3.76089	4.66174	1.69121	0.3399	1.27572	1.55072	0	0.21879	3.26556	3.12367	3.83009	1.93548	1.93739	3.74517	7.81019	6.43298	2.86244	10.41073	3.50932	4.1021	6.80833	6.24082	2.56826	0.55098	5.09133	1.23508	0	1.71555	1.31695	0	0.4989	0	8.95565	4.79622	6.13071	3.6383	0.59393	4.51716	5.25104	0.43309	9.68677	4.85	2.30134	7.79129	0.91269	2.05834	8.80781	0.06839	0.19067	0	0.32049	0.21805	0	9.39123	0.11602	0	2.05253	3.71261	3.21423	2.72195	4.73484	8.23227
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41613	0.50544	0	0.44264	0	0	0	0	0	0	0	0	0	0	0	0	0	12.55361	12.45238	9.62627	3.20995	5.86242	8.61282	4.39667	3.94465	3.82176	2.61778	2.58854	4.10203	1.15274	0.61166	0.27843	3.81098	0	1.23561	3.64778	3.97399	2.26297	2.18524	3.62259	3.19523	6.54428	4.91187	3.15831	8.91586	4.05327	3.04791	7.16691	8.12294	2.39518	0.63415	2.78633	2.0998	0	0.89917	1.52249	0	1.11833	0	10.19116	5.58283	7.08284	4.49681	1.04971	4.34596	5.40885	2.51638	8.4621	1.15	1.93993	7.66472	0.94286	2.50311	6.88775	0.4731	0.34081	0.11589	0.83108	0	0	10.18786	0.94861	0	1.75204	4.92222	2.67863	5.26498	3.18413	8.24958
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98585	0.56654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54373	10.04574	7.30509	3.12794	8.33619	10.10422	3.37444	4.03973	4.28477	0.35444	2.88049	3.47829	0.53272	0.92658	0	6.11576	0.02672	1.42526	3.84444	3.69593	2.82442	3.20451	2.61054	3.42552	6.65214	4.91615	5.53518	8.43147	4.11795	4.80096	9.84065	8.23711	3.85681	0.8174	2.00552	6.19471	0	2.09056	2.44149	0	0.59113	0	10.06265	5.63667	6.12449	3.01151	1.79619	3.71031	6.54802	1.26369	8.43263	3.36	1.66091	7.09021	0.48223	5.61067	5.46525	0.52896	0.0484	0.17866	0	0	0	7.82154	0.74434	0	1.16785	3.51494	2.72891	4.32069	3.44334	6.00877
