-15.00009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11742	1.07674	0	0	0	0	0	0	0	0	0	0.38798	0	0	0	0	0	0	0	0	0	0	0	6.22413	14.44948	9.73286	3.52421	11.05588	10.62622	8.34676	5.93645	7.17591	4.92598	5.42875	2.49638	4.75533	3.30617	4.25889	4.0105	7.3404	1.01154	3.37052	0.34914	0.97528	8.44515	11.70484	8.63664	2.64027	16.03349	11.66667	12.4787	9.77352	6.79237	7.68486	4.9463	2.56829	3.89222	4.11295	4.50153	0.37607	14.47679	8.51426	1.92898	4.33897	4.90221	6.25203	2.21453	1.24234	2.78554	5.14333	0.97303	2.53472	10.37868	11.96483	5.2637	2.14385	4.10099	9.49592	2.11185	4.78901	1.17778	4.01577	7.90607	0.58303	0.49078	1.99063
-14.687565	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24862	0.97222	0	0.03744	0	0	0	0	0	0	0	0.38013	0	0	0	0	0	0	0	0	0	0	0	5.9879	10.38643	7.12293	6.37095	11.71035	13.15978	7.53694	5.97371	6.69047	5.04099	7.11794	4.26454	4.32292	4.26379	4.2987	4.37672	3.23802	0.75884	3.27383	1.20828	0.50082	8.70663	11.23614	9.32591	2.2854	9.55021	13.76126	10.50238	8.76359	7.0844	11.40839	4.35629	2.56395	3.71	5.03554	4.97744	0.03059	11.62299	9.36445	1.20261	3.92574	2.46577	4.23331	3.03133	2.86562	2.30731	6.51494	3.1735	2.26606	15.60643	11.53911	8.68835	1.09022	1.71763	11.60479	0.58311	6.57906	2.04111	3.65983	8.99892	0.43233	1.39744	4.11965
-14.375039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.56745	0	0	0	0	0	0	0	0.52198	0	0	0	0	0	0	0	0	0	0	0	5.67874	7.42315	7.50947	7.43864	10.54371	14.50547	6.75349	7.50854	5.3125	6.03137	11.24889	4.19704	5.92331	6.90537	3.52968	2.67306	4.00754	0.41861	4.58783	0.38767	0.16664	8.20531	9.29129	8.56827	2.83022	6.16607	15.44581	9.58047	4.71782	6.67556	9.93353	4.57747	1.1197	7.69	4.96843	3.79703	0.15581	8.894	7.95028	1.91761	4.49322	4.33364	4.85337	3.62673	1.55182	5.0268	7.39031	5.38509	1.92515	13.92074	7.05199	10.75895	0.87499	4.1522	9.30909	1.11042	4.10193	2.68333	3.48989	5.4996	1.02152	1.16559	6.47741
-14.062514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01998	0	0	0	0	0	0	0	0.50929	0	0	0	0	0	0	0	0	0	0	0	4.78131	4.69374	8.78352	9.28187	10.84928	10.29323	6.86987	10.7673	2.1173	6.16008	10.49812	4.90745	7.31046	8.73956	3.65953	8.04037	5.53565	1.25884	3.57081	0.65188	0.34724	5.67854	12.7495	6.36873	2.85749	5.97002	12.89425	8.7774	3.30364	5.44593	6.33067	5.16133	1.93794	8.44778	6.20344	2.6176	0.1393	8.66083	4.06167	2.59554	3.91535	2.3866	6.02484	2.87674	4.2178	6.55779	7.00776	6.32356	1.65125	9.91992	5.52019	7.07523	1.69264	2.18829	5.68118	4.34498	4.61621	3.38556	4.08049	3.32845	0.72573	0.53148	6.47455
-13.749989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58295	0	0	0	0	0	0	0	0.99431	0	0	0	0	0	0	0	0	0	0	0	4.18438	5.09599	7.23356	11.32888	10.66647	9.24347	9.21912	11.48923	0.51947	7.16065	7.73879	5.27654	5.4271	6.93138	3.8119	4.34862	6.33317	0.87173	2.02413	1.20062	0.5839	6.45062	15.0956	8.12208	3.43142	8.84149	7.58122	6.6224	3.00387	5.00122	8.16869	5.82981	1.58778	7.1	8.31782	2.6865	0.04071	4.64685	2.63595	2.60808	3.44693	4.90288	7.72131	3.45683	3.61258	6.6022	3.63507	7.61732	3.2438	7.99795	5.49094	3.12814	0.74097	2.80984	9.88603	5.82164	3.19801	3.96222	3.04767	2.422	0.55471	0	4.79298
-13.437463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95926	0	0	0	0	0	0	0	0	0	0	0	6.2735	6.73926	5.74447	9.62037	9.85366	9.30029	11.32794	15.75968	0.50283	7.89714	7.22122	5.87681	4.50821	6.13484	3.26229	3.19894	4.55734	1.52062	0.56602	0.85331	0.88175	5.36593	16.80863	12.54054	3.09882	6.96903	8.84066	9.15494	3.10492	5.4424	7.4933	6.64176	1.42683	7.74444	7.99386	3.0368	0	2.29027	1.95564	2.62571	4.24356	6.38875	7.4199	3.9872	3.0302	7.96373	1.52007	6.93288	4.03643	7.71384	7.64895	3.12977	0.22751	3.49121	10.414	4.54546	2.30597	4.59444	1.28326	4.74383	1.48009	0.05098	3.76499
-13.124938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69277	0	0	0	0	0	0	0	0	0	0	0	5.84887	7.8849	7.32606	8.57577	8.8824	8.56512	9.57641	13.99014	1.82256	7.74514	9.20125	5.22233	3.51998	6.54492	3.04303	7.24803	4.57264	2.60093	0.533	0.50295	0.57195	4.73567	13.94797	15.69146	5.19471	8.22736	8.39202	11.09953	3.72238	6.33264	5.79057	3.78845	1.83392	7.32778	8.55531	4.73696	0	2.87895	1.85876	3.06844	4.89504	4.07233	5.29281	3.65206	2.7342	7.46305	2.93744	8.24841	4.26164	7.84327	12.62753	5.49893	0	2.76141	10.61767	4.39813	1.34934	8.38778	2.19758	6.22522	2.67033	0.92806	2.07178
-12.812413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14792	0	0	0	0	0	0	0	0.00783	0	0	0	5.20838	5.52094	7.44776	6.87876	6.40557	10.4767	6.50587	16.74368	3.95354	5.99895	11.60306	6.02143	4.52578	6.42017	4.03976	10.37997	6.66342	0.92408	1.25813	1.18895	0.44245	3.68814	12.86121	14.52393	4.07997	6.2766	7.6646	9.4976	6.62447	6.42414	8.07904	3.1472	2.44179	3.69333	6.08281	4.07728	0.05085	5.5095	2.56024	2.22098	4.79152	2.45945	4.05561	1.83492	2.89549	6.63889	2.64734	12.57318	5.63128	8.1741	10.39876	4.74511	0.17852	1.16215	10.42992	5.41936	1.60043	10.69889	4.78054	7.02415	2.73341	1.94627	1.87351
-12.499887	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04344	0	0	0	0	0	0	0	0	0	0	0.91461	0	0	0	0	0	0	0	0.86288	0	0	0	4.80062	5.62973	8.14618	6.2904	4.661	12.18093	5.94743	15.80083	7.08545	4.25016	11.46193	8.17766	6.19179	6.59797	5.43932	5.45375	5.88845	0.77685	1.04475	1.2457	0.41283	2.88393	19.11717	10.01067	8.24946	4.46735	7.55001	12.47756	10.0523	7.45687	6.53191	2.65312	1.61361	4.60222	3.92426	5.37784	0.21798	7.78197	2.14131	1.32083	4.05348	1.75708	3.7378	6.14723	1.21717	6.41898	6.09563	14.47517	6.21563	8.07778	6.02256	2.99036	0.28583	2.19852	8.35641	4.99696	1.98234	11.68222	6.90645	8.74971	2.93594	1.88616	2.36561
-12.187587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56924	0	0	0	0	0	0	0	0	0	0	1.98481	0.07872	0	0	0	0	0	0	0	0	0	0	5.2335	4.82307	10.16422	7.32654	5.44534	10.31271	6.31208	11.99507	4.67825	5.50979	8.23508	9.67526	5.78664	4.98818	5.4725	3.77542	5.41332	0.83992	0.87199	1.02645	0.27481	4.07265	12.6994	11.62774	4.07888	6.92434	6.17365	13.019	9.42779	7.58094	4.83182	3.97375	2.00646	5.22333	2.5102	6.27024	1.28715	6.04091	5.16181	1.7356	4.3036	1.44365	1.91823	5.68141	4.32997	4.56258	8.5769	11.01683	6.34104	9.25003	4.48037	3.09994	0.43054	1.70123	5.54366	2.54061	1.78496	11.05222	6.54029	4.68977	3.55915	3.33603	2.72094
